,company,typename,inches,ram,x_res,y_res,full_hd,ips_panel,touchscreen,4k_display,cpu_type,cpu_speed,cpu_brand,primary_memory_type,primary_memory_capacity,secondary_memory_type,secondary_memory_capacity,gpu_brand,os,weight,price
746,samsung,ultrabook,13.3,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,0.81,87858.72
747,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,intel hd,windows,1.86,28717.92
748,dell,notebook,14.0,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,60031.11
749,hp,workstation,17.3,16,1920,1080,1,1,0,0,others,2.9,intel,ssd,256,no secondary memory,0,nvidia,windows,3.0,233845.92
750,lenovo,netbook,11.6,4,1366,768,0,0,1,0,celeron,1.6,intel,ssd,128,no secondary memory,0,intel hd,windows,1.4,25308.0
751,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.4,intel,ssd,256,no secondary memory,0,intel hd,windows,1.84,101232.0
752,asus,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,1024,no secondary memory,0,nvidia geforce,no os,2.45,30849.12
753,lenovo,ultrabook,14.0,4,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,180,no secondary memory,0,intel hd,windows,1.7,58394.88
754,asus,notebook,15.6,4,1366,768,0,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,2.37,45282.67
755,lenovo,2 in 1 convertible,13.3,8,3200,1800,0,1,1,0,core i5,1.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.3,63882.72
756,hp,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,58554.72
757,hp,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.6,intel,ssd,256,no secondary memory,0,nvidia,windows,2.59,83170.08
758,dell,gaming,15.6,16,3840,2160,0,1,0,1,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.42,152859.79
759,acer,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.1,31914.72
760,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.5,55837.44
761,dell,ultrabook,12.5,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.18,99047.52
762,google,ultrabook,12.3,8,2400,1600,0,0,1,0,core i5,1.2,intel,ssd,256,no secondary memory,0,intel hd,chrome os,1.1,83063.52
763,asus,ultrabook,13.3,8,3200,1800,0,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.2,60153.12
764,dell,notebook,13.3,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,1.65,45234.72
765,acer,notebook,13.3,4,1366,768,0,0,0,0,core i5,2.3,intel,ssd,128,no secondary memory,0,intel hd,windows,1.6,34898.4
766,asus,notebook,17.3,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.8,25059.72
767,dell,gaming,15.6,16,3840,2160,0,1,1,1,core i7,2.6,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.72,58554.72
768,samsung,ultrabook,13.3,8,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.31,85194.72
769,acer,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.1,15877.44
770,dell,notebook,15.6,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.3,62938.07
771,samsung,2 in 1 convertible,15.0,16,1920,1080,1,0,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.71,95850.72
772,toshiba,notebook,14.0,4,1366,768,0,1,0,0,core i5,2.3,intel,ssd,128,no secondary memory,0,intel hd,windows,1.75,54345.6
773,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.62,58554.72
774,hp,ultrabook,12.5,4,1366,768,0,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.26,66280.32
775,asus,2 in 1 convertible,15.6,12,1920,1080,1,0,1,0,core i7,2.7,intel,hdd,2048,no secondary memory,0,nvidia geforce,windows,2.3,44701.92
776,lenovo,notebook,15.6,16,3840,2160,0,0,0,1,core i7,2.7,intel,ssd,512,no secondary memory,0,nvidia,windows,2.5,126273.6
777,acer,notebook,14.0,4,1920,1080,1,1,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,1.8,33886.08
778,razer,gaming,14.0,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,1.95,154458.72
779,asus,notebook,15.6,8,1920,1080,0,0,0,0,pentium,1.1,intel,ssd,128,no secondary memory,0,intel hd,windows,2.0,31003.63
780,dell,gaming,17.3,32,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,1024,hdd,1024,nvidia geforce,windows,4.42,191211.26
781,asus,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.3,125208.0
782,toshiba,ultrabook,14.0,16,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,1.47,93985.92
783,lenovo,notebook,15.6,8,1366,768,0,0,0,0,celeron,1.6,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.2,17529.12
784,lenovo,ultrabook,14.0,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.7,122490.72
785,msi,gaming,14.0,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,1.6,100752.48
786,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,58021.92
787,lenovo,gaming,15.6,4,1920,1080,1,1,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.4,53226.72
788,acer,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,4.2,122490.72
789,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.62,52480.8
790,asus,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.24,71341.92
791,vero,notebook,14.0,4,1920,1080,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.22,10810.51
792,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.37,104961.6
793,lenovo,2 in 1 convertible,15.6,8,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.08,51095.52
794,apple,ultrabook,12.0,8,2304,1440,0,1,0,0,others,1.2,intel,flash storage,512,no secondary memory,0,intel hd,mac,0.92,62071.2
795,lenovo,2 in 1 convertible,14.0,8,2560,1440,0,1,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.42,124142.4
796,asus,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.63,15930.72
797,dell,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.95,43156.8
798,lenovo,2 in 1 convertible,13.9,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.38,71874.72
799,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i3,2.0,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.0,39373.92
800,hp,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia,windows,3.14,110017.87
801,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.37,58554.72
802,dell,ultrabook,13.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.29,79866.72
803,dell,notebook,15.6,8,3840,2160,0,0,1,1,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.06,93186.72
804,dell,netbook,11.6,4,1366,768,0,0,0,0,pentium,1.1,intel,ssd,128,no secondary memory,0,intel hd,windows,1.63,39640.32
805,hp,netbook,12.5,8,1366,768,0,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.26,74005.92
806,toshiba,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,41558.4
807,hp,notebook,15.6,8,1366,768,0,0,0,0,a series,2.5,amd,hdd,2048,no secondary memory,0,amd radeon,windows,2.04,33513.12
808,dell,gaming,15.6,16,3840,2160,0,0,0,1,core i7,2.8,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,2.62,89457.12
809,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.4,32447.52
810,hp,gaming,17.3,12,1920,1080,1,1,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,amd radeon,windows,3.74,93186.72
811,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,2.9,128671.2
812,samsung,ultrabook,13.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,0.81,79866.72
813,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,1.98,51202.08
814,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.18,42081.08
815,lenovo,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.32,99047.52
816,razer,ultrabook,12.5,16,3840,2160,0,1,1,1,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.29,95850.72
817,hp,netbook,11.6,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,1.23,20512.8
818,dell,gaming,17.3,16,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,4.36,133467.47
819,dell,notebook,14.0,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,1.76,40226.4
820,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,2.1,26101.87
821,toshiba,ultrabook,14.0,4,1366,768,0,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.25,58075.2
822,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.13,133146.72
823,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.4,63882.72
824,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,flash storage,256,no secondary memory,0,intel hd,windows,1.13,99900.0
825,toshiba,notebook,14.0,4,1366,768,0,0,0,0,pentium,2.1,intel,ssd,128,no secondary memory,0,intel hd,windows,1.75,26586.72
826,asus,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.1,72354.24
827,dell,notebook,14.0,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,500,no secondary memory,0,intel hd,windows,1.76,31168.8
828,acer,netbook,11.6,4,1366,768,0,1,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.35,18914.4
829,acer,notebook,14.0,8,1920,1080,1,1,0,0,core i3,2.4,intel,ssd,128,no secondary memory,0,intel hd,windows,1.5,32980.32
830,razer,gaming,17.3,32,3840,2160,0,0,1,1,core i7,2.9,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,3.49,292986.72
831,lenovo,ultrabook,14.0,16,2560,1440,0,1,0,0,core i7,2.6,intel,ssd,512,no secondary memory,0,intel hd,windows,1.1,111834.72
832,asus,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.1,27652.32
833,lenovo,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.7,63190.08
834,lenovo,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,intel hd,windows,1.32,87912.0
835,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,3.21,147832.29
836,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.9,128884.32
837,toshiba,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.4,intel,hdd,500,no secondary memory,0,intel hd,windows,2.0,35644.32
838,lenovo,notebook,14.0,4,1366,768,0,0,0,0,celeron,1.6,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,1.5,17316.0
839,asus,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,hdd,128,no secondary memory,0,intel hd,windows,2.3,31435.2
840,asus,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.6,intel,ssd,512,hdd,1024,nvidia geforce,windows,2.73,95850.72
841,dell,gaming,17.3,32,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,512,hdd,1024,nvidia geforce,windows,4.42,163723.58
842,hp,notebook,17.3,8,1600,900,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.63,48484.8
843,dell,notebook,15.6,8,1366,768,0,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,2.18,38041.39
844,hp,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.54,99633.6
845,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,amd radeon,windows,2.18,39373.92
846,hp,2 in 1 convertible,11.6,4,1366,768,0,0,1,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.4,32767.2
847,asus,ultrabook,13.3,8,1920,1080,1,1,0,0,core i5,2.3,intel,ssd,512,no secondary memory,0,nvidia geforce,windows,1.45,54665.28
848,hp,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.28,121318.56
849,hp,ultrabook,14.0,8,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.54,78215.04
850,hp,notebook,15.6,4,1366,768,0,0,0,0,celeron,1.6,intel,ssd,128,no secondary memory,0,intel hd,no os,1.86,15930.72
851,asus,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.1,101178.72
852,dell,notebook,17.3,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,amd radeon,linux,2.83,46087.2
853,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.96,101391.84
854,asus,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.3,41931.36
855,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.9,50349.6
856,asus,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.0,23922.72
857,hp,2 in 1 convertible,13.3,8,1920,1080,1,0,1,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.28,136343.52
858,dell,notebook,13.3,8,1920,1080,1,0,1,0,core i5,2.3,intel,hdd,1024,no secondary memory,0,intel hd,windows,1.62,34578.72
859,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,intel hd,no os,2.2,24988.32
860,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.3,45323.16
861,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.6,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.84,71874.72
862,toshiba,notebook,13.3,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.05,68464.8
863,lenovo,gaming,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,no os,2.5,54185.76
864,dell,ultrabook,13.3,16,3200,1800,0,0,1,0,core i7,2.5,intel,ssd,512,no secondary memory,0,intel,windows,1.29,119347.2
865,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,2.07,48484.8
866,toshiba,ultrabook,13.3,8,1366,768,0,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.2,58341.6
867,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.37,103896.0
868,acer,notebook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.56,48058.56
869,dell,workstation,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia,windows,2.23,94731.84
870,lenovo,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.38,56210.4
871,lenovo,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,no os,2.2,25521.12
872,toshiba,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,2.0,73952.64
873,lenovo,notebook,13.3,4,1920,1080,1,1,0,0,core i3,2.4,intel,ssd,180,no secondary memory,0,intel hd,windows,1.44,39160.8
874,samsung,ultrabook,15.0,16,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.23,98514.72
875,dell,ultrabook,12.5,8,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,90043.2
876,asus,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,intel hd,linux,2.0,21258.19
877,xiaomi,ultrabook,13.3,8,1920,1080,1,1,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,1.28,49816.8
878,dell,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.18,48618.0
879,hp,notebook,15.6,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,2.04,44701.92
880,hp,2 in 1 convertible,13.3,4,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.28,90576.0
881,hp,2 in 1 convertible,15.6,4,1366,768,0,0,1,0,core i5,2.5,intel,hdd,500,no secondary memory,0,intel hd,windows,2.3,36486.14
882,asus,notebook,14.1,4,1366,768,0,0,0,0,celeron,1.1,intel,flash storage,32,no secondary memory,0,intel hd,windows,1.65,18541.44
883,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i7,2.5,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.2,35644.32
884,dell,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.6,intel,hdd,500,no secondary memory,0,intel hd,windows,2.2,19660.32
885,hp,2 in 1 convertible,13.3,4,1920,1080,1,0,1,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.28,95850.72
886,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,linux,2.18,24279.7
887,asus,gaming,17.3,12,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,72988.27
888,acer,netbook,11.6,4,1366,768,0,1,0,0,celeron,1.6,intel,flash storage,32,no secondary memory,0,intel hd,chrome os,1.25,15824.16
889,lenovo,notebook,17.3,4,1600,900,0,0,0,0,a series,2.2,amd,hdd,500,no secondary memory,0,amd radeon,windows,2.8,20193.12
890,hp,notebook,14.0,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.95,67399.2
891,hp,2 in 1 convertible,13.3,16,3200,1800,0,0,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.42,74538.72
892,samsung,ultrabook,15.0,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.17,90522.72
893,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.32,95850.72
894,msi,gaming,17.3,16,3840,2160,0,1,0,1,core i7,2.6,intel,ssd,512,hdd,2048,nvidia geforce,windows,2.43,141138.72
895,toshiba,notebook,13.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.05,78588.0
896,dell,gaming,15.6,8,1920,1080,1,0,0,0,core i7,2.8,intel,hdd,1024,no secondary memory,0,nvidia geforce,linux,2.62,49497.12
897,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,hdd,1024,no secondary memory,0,nvidia geforce,windows,2.04,47952.0
898,dell,notebook,15.6,4,1366,768,0,0,0,0,core i3,2.0,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.18,32713.92
899,dell,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.6,intel,hdd,500,no secondary memory,0,intel hd,windows,1.9,49816.8
900,dell,2 in 1 convertible,13.3,8,3200,1800,0,0,1,0,core i7,1.3,intel,ssd,512,no secondary memory,0,intel hd,windows,1.24,107257.97
901,asus,gaming,17.3,32,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,ssd,256,nvidia geforce,windows,3.58,68145.12
902,dell,2 in 1 convertible,13.3,16,1920,1080,1,0,1,0,core i7,1.3,intel,ssd,256,no secondary memory,0,intel hd,windows,1.22,87858.72
903,lenovo,ultrabook,14.0,8,1920,1080,1,1,0,0,core i7,2.7,intel,flash storage,256,no secondary memory,0,intel hd,windows,1.13,109170.72
904,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.95,104588.11
905,lg,ultrabook,15.6,16,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.08,111834.72
906,hp,netbook,12.5,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,1.26,79014.24
907,acer,notebook,15.6,4,1920,1080,1,1,0,0,celeron,1.5,intel,flash storage,16,no secondary memory,0,intel hd,chrome os,2.2,19127.52
908,lenovo,notebook,15.6,8,1920,1080,1,1,0,0,core i5,2.3,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.6,42037.92
909,lg,ultrabook,14.0,8,1920,1080,1,1,1,0,core i7,2.7,intel,ssd,512,no secondary memory,0,intel hd,windows,0.98,101178.72
910,dell,notebook,14.0,8,1920,1080,1,0,0,0,core i5,2.8,intel,ssd,256,no secondary memory,0,intel hd,windows,1.6,64202.4
911,hp,ultrabook,12.5,8,3840,2160,0,0,1,1,others,1.2,intel,ssd,240,no secondary memory,0,intel hd,windows,1.09,165168.0
912,lenovo,notebook,15.6,6,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.2,42037.92
913,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.04,54291.79
914,acer,notebook,15.6,4,1920,1080,1,0,0,0,core i3,2.4,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.4,26586.72
915,lenovo,notebook,13.3,4,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,no secondary memory,0,intel hd,windows,1.44,46939.68
916,hp,notebook,13.3,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,256,no secondary memory,0,intel hd,windows,1.49,51148.8
917,msi,gaming,17.3,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,256,hdd,1024,nvidia geforce,windows,2.7,85194.72
918,dell,gaming,15.6,16,1920,1080,1,0,0,0,core i7,2.8,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.6,71874.72
919,msi,gaming,15.6,8,1920,1080,1,0,0,0,core i5,2.5,intel,ssd,128,hdd,1024,nvidia geforce,windows,2.2,59668.8
920,dell,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,amd radeon,windows,2.18,36496.27
921,hp,ultrabook,15.6,8,1920,1080,1,0,0,0,core i7,2.5,intel,ssd,256,no secondary memory,0,amd radeon,windows,1.84,69103.63
922,hp,ultrabook,13.3,8,3200,1800,0,0,1,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.39,61218.72
923,toshiba,notebook,15.6,16,1920,1080,1,1,0,0,core i7,2.6,intel,ssd,256,no secondary memory,0,nvidia geforce,windows,2.4,105228.0
924,lenovo,2 in 1 convertible,13.3,8,1920,1080,1,1,1,0,core i5,2.5,intel,ssd,512,no secondary memory,0,intel hd,windows,1.37,97236.0
925,dell,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,1.95,38889.07
926,lenovo,ultrabook,12.5,8,1920,1080,1,1,0,0,core i7,2.7,intel,ssd,256,no secondary memory,0,intel hd,windows,1.36,87912.0
927,hp,notebook,15.6,8,1920,1080,1,0,0,0,core i5,2.3,intel,ssd,256,no secondary memory,0,intel hd,windows,2.31,62071.2
928,dell,notebook,15.6,4,1366,768,0,0,0,0,core i5,2.5,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.18,37725.44
929,hp,notebook,14.0,4,1366,768,0,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,1.95,61218.72
930,lenovo,notebook,15.6,4,1366,768,0,0,0,0,pentium,1.1,intel,hdd,1024,no secondary memory,0,intel hd,windows,2.2,16463.52
931,hp,ultrabook,12.5,4,1920,1080,1,0,0,0,core i5,2.3,intel,hdd,500,no secondary memory,0,intel hd,windows,1.26,84129.12
